Uuid,Mappings|SAME-AS|OpenBoxes,Name,Concept Drug,Concept Dosage Form
b8191e4b-e474-4b5e-b258-a9f2a70ebfc8,18023,"Insulin, Solution for injection, Glargine, 100IU/mL, 3mL prefilled pen (Lantus Solostar)",CIEL:78064,
742014cb-a3b0-4fad-aa23-b7474fe35cbe,18021,"Insulin, Solution for injection, Glulsine, 100 IU/mL, 3mL prefilled pen (Apidra Solostar)",CIEL:78065,
77077171-df0f-43c8-9a6b-245914fc143b,10290,"Insulin, Solution for injection, Neutral human, 70/30 (Mixtard), 100IU/mL, 10mL vial",PIH:6746,
8c2b450b-7676-46f0-91bb-0038b9f6ea17,18024,"Insulin, Solution for injection, Neutral human, 70/30 (Mixtard), 100IU/mL, 3mL prefilled pen",CIEL:159459,
568b5484-1f52-424a-a45d-3f1c9e0d92d6,10442,"Insulin, Solution for injection, Neutral human, NPH (Lente/Isophane), 100IU/mL, 10mL vial",CIEL:78068,
def06cd2-c046-4afc-9a49-475d3481cbcf,11265,"Insulin, Solution for injection, Neutral human, Regular (Rapid-Acting), 100IU/mL, 10mL vial",CIEL:78082,
f75e1e95-b1be-11e3-a5e2-0800200c9a66,11853,"Intra uterine device (I.U.D.), Copper, TCU 380 A",PIH:5275,
77a3b355-ccec-4ec6-9a60-88af0667c25a,18181,"Ipratropium bromide, Solution for inhalation, 20 microgram/actuation, 200 dose inhaler",CIEL:78200,
640c6d82-b135-433b-9d79-9dc54ab7bf06,10721,"Ipratropium bromide, Solution for nebulisation, 250 microgram/mL, 1mL ampoule",CIEL:78200,
5efd3b70-e70c-49d1-ac2c-d6d0bbb28634,10340,"Isoflurane, Inhalation liquid, 250mL bottle",CIEL:78258,
e47fa273-0c52-4f0f-b57b-34001a3e9677,11091,"Isoniazid (H), 100mg tablet",PIH:656,
849218ee-901c-46b3-80f9-7c808132893b,11115,"Isoniazid (H), 300mg tablet",PIH:656,
e0990a28-7f3a-4941-9788-50710a93074e,12219,"Isosorbide dinitrate, 10mg tablet",CIEL:78305,
95518896-df94-4e7d-b233-cc5af823975a,10262,"Isosorbide dinitrate, 20mg extended release tablet",PIH:3428,
6a210d68-871e-4f44-8dc4-e92ff69da458,10350,"Isosorbide dinitrate, 5mg tablet",PIH:3428,
c6a8ff3c-fce4-11e9-8f0b-362b9e155667,12402,"Ivermectin, 3mg tablet",CIEL:78342,
f102d5c2-0844-423b-b2f6-33dc1b249f46,10615,"Ketamine hydrochloride, Solution for injection, 50mg/mL, 10mL vial",CIEL:78468,
fdac7224-ffeb-4c4b-93be-225fefdddbf2,10293,"Labetalol, Solution for injection, 5mg/mL, 20mL vial",CIEL:78599,
9af13bea-383d-40cb-a6d3-3b2ded46d222,16408,"Lactulose, Oral solution, 0.67g/mL (66.5% ), 200mL bottle",CIEL:78632,
aa455dc6-7e45-4859-82e6-4392407b2dc2,10327,"Lactulose, Oral solution, 0.67g/mL, 500mL bottle",CIEL:78632,
78f9739a-dfbe-11e9-8a34-2a2ae2dbcce4,11282,"Lamivudine (3TC) 150mg + Nevirapine (NVP) 200mg + Zidovudine (AZT) 300mg tablet",CIEL:1652,
78f968e6-dfbe-11e9-8a34-2a2ae2dbcce4,10689,"Lamivudine (3TC) 150mg + Zidovudine (AZT) 300mg tablet",CIEL:630,
78f97cfa-dfbe-11e9-8a34-2a2ae2dbcce4,11737,"Lamivudine (3TC) 30mg + Nevirapine (NVP) 50mg + Zidovudine (AZT) 60mg dispersible tablet",CIEL:1652,
78f95fa4-dfbe-11e9-8a34-2a2ae2dbcce4,10238,"Lamivudine (3TC) 30mg + Zidovudine (AZT) 60mg tablet",CIEL:630,
e25a6291-209d-41b4-83ad-28e2fd4c568c,13203,"Lamotrigine, 50mg tablet",CIEL:78644,
c6a93150-fce4-11e9-8f0b-362b9e155667,10080,"Levonorgestrel (Jadelle), Subdermal implant, 2 x 75 mg implants in sterile pouch + trocar.",CIEL:78796,
f1bb371a-c172-4bd1-b734-a36c801697df,11339,"Levonorgestrel 150 microgram + Ethinylestradiol 30 microgram + Ferrous fumarate 75mg, tablet",CIEL:162296,
c6a951d0-fce4-11e9-8f0b-362b9e155667,20988,"Levonorgestrel 150 microgram + Ethinylestradiol 30 microgram, tablet",CIEL:104625,
c6a9327c-fce4-11e9-8f0b-362b9e155667,17879,"Levonorgestrel, 1.5mg tablet",CIEL:78796,
a275302c-b767-4d1a-96c0-e8350a968060,12690,"Levonorgestrel, 30 microgram tablet",PIH:1718,
3ca1fb3f-02e6-465d-86d9-b016ee30207b,10876,"Levonorgestrel, 750 microgram tablet",PIH:1718,
0c43e428-433f-4e96-91f0-277ccc408e6c,11623,"Levothyroxine sodium, 100 microgram tablet",CIEL:78809,
cb4b72e6-0508-48b3-8e87-89db713b8db6,10832,"Lidocaine hydrochloride 1% + Adrenaline 1:200,000, 20mL vial",CIEL:104584,
1e4d8e9f-10db-4dc7-9907-36b349286c48,12277,"Lidocaine hydrochloride 5% (5mg/mL), Hyperbaric/spinal solution for injection, 2mL ampoule",CIEL:78850,
e87f6cb0-de6f-4658-9ba1-246b8f9b79fa,11417,"Lidocaine hydrochloride, Preservative free solution for injection, 1% (10mg/mL), 20mL vial",CIEL:78850,
57c69df3-15c4-4b7d-a18c-332800f00c24,14497,"Lidocaine hydrochloride, Solution for injection, 1%, 5mL vial",CIEL:78850,
c6a90068-fce4-11e9-8f0b-362b9e155667,12512,"Lidocaine hydrochloride, Solution for injection, 2%, 50mL vial (With preservative)",CIEL:78850,
a30aa780-1b61-4eec-aedd-9590b892580f,12138,"Lisinopril, 10mg tablet",CIEL:78945,
4534a926-8dc4-440b-bdf9-f9e96d282a28,10053,"Lisinopril, 20mg tablet",CIEL:78945,
d0876723-9087-4ea5-b26d-d46cf914835f,11114,"Lisinopril, 5mg tablet",CIEL:78945,
3c9fa00d-f14f-4bd5-bca8-edeb88cad587,10805,"Loperamide hydrochloride, 2mg tablet",CIEL:79038,
78f976c4-dfbe-11e9-8a34-2a2ae2dbcce4,11369,"Lopinavir (LPV) 100mg + Ritonavir (r) 25mg tablet",CIEL:794,
78f95e78-dfbe-11e9-8a34-2a2ae2dbcce4,10161,"Lopinavir (LPV) 200mg + Ritonavir (r) 50mg tablet",CIEL:794,
78faa710-dfbe-11e9-8a34-2a2ae2dbcce4,11940,"Lopinavir (LPV) 80mg/mL + Ritonavir (r) 20mg/mL, Oral suspension, 160mL bottle",CIEL:794,
0bb5dfe8-8a9e-4253-893a-7cb12b6314d6,11048,"Lubricant jelly, Sterile, 5 gram packet",CIEL:162138,
d3817c4c-2b55-4bda-9a68-bdb124851df3,11404,"Magnesium sulfate, Solution for injection, 500mg/mL (50%), 10mL ampoule",CIEL:79247,
4bb669d6-8222-4e82-9302-c5df24cfd5e1,11007,"Mannitol, Intravenous infusion, 20 grams/100mL (20%), 500mL nipple head bag/bottle",CIEL:161924,
c6a9018a-fce4-11e9-8f0b-362b9e155667,11868,"Medroxyprogesterone acetate, Suspension for depot injection, 150mg/mL, 1mL vial",PIH:907,
afd2cd78-4dc6-4e91-ac9f-51b9e094e34a,11144,"Metformin hydrochloride, 500mg tablet",CIEL:79652,
8cfc3e63-84b3-49c1-a931-e85533e5fdfb,10500,"Methotrexate, Preservative free solution for injection, 25mg/mL, 2mL vial",CIEL:79700,
70123af9-a72a-4f6e-a188-140d905a84be,10002,"Methyldopa, 250mg film coated tablet",PIH:251,
1eb3f203-ecf6-4453-8225-396b7ed801e0,11439,"Methylergometrine, Solution for injection, 200 microgram/mL, 1mL ampoule",CIEL:79729,
93cec131-2be6-4131-ae85-5303ad395047,11733,"Metoclopramide hydrochloride, 10mg tablet",CIEL:79757,
1db5bfe6-73f8-4845-8875-bfca42dedbd9,11722,"Metoclopramide hydrochloride, Solution for injection, 5mg/mL, 2mL ampoule",CIEL:79757,
819b83c0-e218-4ffe-854c-75c941feb948,10786,"Metoprolol tartrate, 25mg extended release tablet",CIEL:79767,
c6a9090a-fce4-11e9-8f0b-362b9e155667,12331,"Metronidazole benzoate, Oral suspension, 40mg/mL, 100mL bottle",PIH:237,
aed7a629-8b95-4942-b665-b35f42abe55d,10531,"Metronidazole, 250mg tablet",PIH:237,
0829ce7d-35d8-4ffb-b9ba-dbac2f4494c0,10779,"Metronidazole, Solution for infusion, 5mg/mL, 100mL plastic bottle",PIH:237,
e0389253-0b50-4344-8c11-02d8f4968b8f,11840,"Miconazole nitrate, Skin cream, 2%, 30 gram tube",CIEL:79833,
db9f40dc-2b1f-4983-9852-784f71c10462,16107,"Midazolam hydrochloride, Solution for injection, 1mg/mL, 5mL ampoule",CIEL:79854,
480ddae8-d7c1-4e6a-8e8c-fa51d6c61dbc,11466,"Midazolam hydrochloride, Solution for injection, 5mg/mL, 1mL ampoule",CIEL:79854,
cd09b1b3-ceed-436c-bb57-3e5ca1684c86,14145,"Mirtazapine, 15mg tablet",CIEL:79982,
95dbfe7e-68ac-485c-af73-9057cbe591b2,14146,"Mirtazapine, 30mg tablet",CIEL:79982,
d61b9eb8-77ac-4949-9c47-2e14cabeaf9d,10314,"Misoprostol, 200 microgram tablet",CIEL:79984,
925d177b-d2d0-4ea7-9fe4-9b6e0cbff58d,21005,"Misoprostol, 25 microgram tablet",CIEL:79984,
756555cf-2163-4a2c-99f4-c62c5b0e23d0,11923,"Morphine hydrochloride, Solution for injection, 10mg/ml, 1mL ampoule",CIEL:80107,
827495b0-224f-4d09-9f45-ca8af3226b4e,11844,"Morphine sulfate, 10mg IMMEDIATE release tablet",CIEL:80109,
882763fb-a63d-46f1-8979-1578c0da90d6,11836,"Morphine sulfate, 30mg CONTROLLED release tablet",CIEL:80109,
e737b2a1-528c-4732-b6f7-51ae88b3012c,14551,"Mosquito net, Long-lasting insecticidal, Extra family size",CIEL:160428,
289217bb-143f-4a0c-aafa-b64f9de8bcac,10497,"Multivitamin, Coated tablet",PIH:461,
fb404654-d27f-4809-bdc7-c6ef508114b4,11875,"Multivitamin, Prenatal, Tablet",CIEL:461,
e083cf51-8b51-40a8-b837-4fe6cdab0dac,10564,"Naloxone hydrochloride, Solution for injection, 400 microgram/mL, 1mL ampoule",CIEL:80368,
4e3eac14-bcc1-4569-b8ff-1cddd9f05165,10364,"Neostigmine metilsulfate, Solution for injection, 500 microgram/mL, 1mL ampoule",CIEL:80534,
78f96526-dfbe-11e9-8a34-2a2ae2dbcce4,10408,"Nevirapine (NVP), 50mg dispersible tablet",CIEL:80586,
c6a933a8-fce4-11e9-8f0b-362b9e155667,19213,"Nevirapine (NVP), Oral suspension, 100mL bottle",CIEL:80586,
f75e1e93-b1be-11e3-a5e2-0800200c9a66,10668,"Nifedipine, 10mg tablet",PIH:250,
d7937a60-a75b-42f6-9200-cd0e895606c0,10716,"Nifedipine, 20mg extended release tablet",PIH:250,
0843ff09-29e0-4076-99ef-2a6f0c8bcb67,11216,"Nitroglycerin, 500 microgram sublingual tablet",CIEL:80704,
1783cc0a-ce8c-47b4-be43-fbc44b264063,24346,"Nitroglycerin, Solution for injection, 5mg/mL, 10mL vial",CIEL:80704,
7f9732e4-103a-42d8-8e3f-5f040e1719c2,14491,"Noradrenaline (Norepinephrine) bitartrate, Solution for injection, 2mg/mL (1mg base), 4mL vial",CIEL:80779,
2c98a4a1-e0a8-45ec-8190-320ef8ff9c57,11142,"Nutritional Supplement, 8oz",CIEL:165577,
f1ea0247-cba8-40d3-b36b-2c63314ba775,10665,"Nystatin, 100,00 IU vaginal tablet",PIH:919,
36e2ce91-dc9d-4fd5-8963-bc4d24f4d6d5,10959,"Nystatin, 500,000 IU oral tablet",CIEL:80945,
9b28cb67-999c-4fc3-aa9c-31237058fe1c,11606,"Nystatin, Oral suspension, 100,000 IU/mL, 30mL bottle",PIH:919,
f0ca3b0b-2221-4f27-9da1-3115f7c33d30,19358,"Octreotide, Solution for injection, 100 micrograms/mL, 1mL ampoule",CIEL:80979,
6192369d-c0fe-4d11-86b9-7765940ae73d,13798,"Olanzapine, 10mg film coated tablet",CIEL:81025,
9c9f85ed-945a-4701-9c4e-1548023e68de,13797,"Olanzapine, 5mg film coated tablet",CIEL:81025,
c6a90bb2-fce4-11e9-8f0b-362b9e155667,10043,"Omeprazole sodium, Powder for solution for injection, 40mg vial with solvent",PIH:1244,
cb6d3cfb-4d14-4473-af64-88a69bc09a43,10454,"Omeprazole, 20mg capsule of enteric coated granules",PIH:1244,
2756c28d-aa30-4b9b-a3a0-6ec310790ecf,10361,"Ondansetron hydrochloride, 4mg film coated tablet",PIH:7663,
b6ab8392-2575-44be-b107-23d5e5986679,11248,"Ondansetron hydrochloride, Solution for injection, 2mg/mL, 2mL ampoule",CIEL:81073,
1c67f8f0-531c-418d-94b6-391db8d8bdde,11803,"Oral Rehydration Salts (ORS), Low osmolarity, 20.5 grams (for 1 liter) sachet",PIH:351,
599d41db-2106-418d-b906-10df84ab63d3,10336,"Oxytocin, Solution for injection, 10 IU/mL, 1mL ampoule",CIEL:81369,
60520315-2c98-425a-b404-d282f8c841ec,10507,"Paracetamol, 100mg rectal suppository",CIEL:70116,
c6a90cf2-fce4-11e9-8f0b-362b9e155667,12288,"Paracetamol, 100mg tablet",CIEL:70116,
c6a90e1e-fce4-11e9-8f0b-362b9e155667,19094,"Paracetamol, 250mg dispersible tablet",CIEL:70116,
344fea71-ef04-47f8-86f2-0d3937ac4a32,10521,"Paracetamol, 500mg tablet",CIEL:70116,
c8c2ee30-a0da-4205-acd2-6d0c8599d054,11226,"Paracetamol, Oral solution, 120mg/5mL, 100mL bottle",CIEL:70116,
3d637104-b020-4bca-920c-08d1537e5a15,10962,"Paracetamol, Oral solution, 120mg/5mL, 60mL bottle",CIEL:70116,
a572f138-9353-428a-9a7d-79d2adb294a1,12198,"Paracetamol, Solution for infusion, 10mg/mL, 100mL vial",CIEL:70116,
0d0b7abb-85ce-482d-8962-b11b24f8c7c2,17880,"Paroxetine, 20mg breakable tablet",CIEL:81604,
c6a90f40-fce4-11e9-8f0b-362b9e155667,14657,"Phenobarbital, 30mg tablet",CIEL:81953,
9a499fca-699e-4809-8175-732ef43d5c14,11708,"Phenobarbital, 50mg tablet",CIEL:81951,
4eb3c71f-b716-4f01-beb7-394cebd6c191,10764,"Phenobarbital, Solution for injection, 100mg/mL, 2mL ampoule",CIEL:81953,
199c355a-d28c-420d-984b-4c5285030d40,11738,"Phenoxymethylpenicillin (Penicillin V), 250mg tablet",CIEL:81730,
34dd5905-c28d-4cf8-8ebe-0b83e5093e17,10621,"Phenytoin sodium, 100mg film coated tablet",CIEL:82024,
d8297181-0a3f-48fc-89c5-cc283e5a8d42,10313,"Phenytoin sodium, Solution for injection, 50mg/mL, 5mL ampoule",CIEL:82024,
f3340cdd-54ab-4f00-a206-a0b229cf9349,12745,"Phytomenadione (Vitamin K1), Solution for injection, 2mg/mL, 0.2mL ampoule",CIEL:86353,
75d33db4-bf26-4647-98e1-62bc99da223a,11829,"Phytomenadione (Vitamin K1), Solution for injection, 10mg/mL, 1mL ampoule",CIEL:86353,
c6a92688-fce4-11e9-8f0b-362b9e155667,12308,"Phytomenadione (Vitamin K1), Solution for OILY injection, 1mg/mL, 1mL ampoule",CIEL:86353,
bf9be2db-d826-4bc1-bb0c-ca09b99e0b85,10104,"Plasma substitute, Gelatin 4%, 500mL bottle",CIEL:84388,
6ca53af6-6355-40e8-897a-c7cebd66e61a,14816,"Podophyllotoxin, Topical liquid, 5mg/mL (0.5%), 3mL bottle",CIEL:82228,
1f84a252-b6ff-4816-a0ea-16bc42c423c4,11300,"Potassium chloride, 600mg (8mEq) slow release tablet",CIEL:82350,
e7691ff0-a3cd-4ee3-bb39-cbe99f2c488d,10225,"Potassium chloride, Solution for injection, 10%, (100mg/mL), 10mL ampoule",CIEL:82350,
2718848c-e069-4ae0-a476-fbe0a1a5ad82,11203,"Povidone iodine, 10%, 200mL bottle",CIEL:82384,
c6a9106c-fce4-11e9-8f0b-362b9e155667,12344,"Praziquantel, 600mg film coated tablet",CIEL:82416,
84c7d844-a8a2-4484-af25-ab0291c995d4,11290,"Prednisolone, 20mg tablet",CIEL:82446,
c63b13b6-210c-4575-ae5e-bbf86b5df747,10571,"Prednisolone, 5mg tablet",PIH:765,
d3c6ca69-ce10-406f-961a-de6df6f7e0f8,11550,"Promethazine hydrochloride, 25mg coated tablet",CIEL:82670,
10bbe535-0b54-4594-92cb-d79c01f9d724,11438,"Promethazine hydrochloride, Oral solution, 1mg/mL, 100mL bottle",CIEL:82670,
4222d276-6e00-46f4-8fb2-dec7c79f48a3,10351,"Promethazine hydrochloride, Solution for injection, 25mg/mL, 2mL ampoule",CIEL:82670,
be98f7c3-a42e-48a6-a073-b78e392df8fc,10473,"Propofol, Solution for injection, 10mg/mL, 20mL ampoule",CIEL:82726,
405dfa6c-ebaa-4a51-857f-b4df3788e7dd,10406,"Propranolol hydrochloride, 40mg tablet",CIEL:82734,
b31e8340-846f-499d-8355-e9978983f583,11079,"Propylthiouracil, 50mg tablet",CIEL:82743,
bc2f0b43-5a92-4c1a-8004-47e3b36c8bdb,11798,"Pyridoxine (Vitamin B6), 50mg tablet",PIH:766,
66ca3d3e-f594-403b-823c-8b6104738b6f,12568,"Quetiapine fumarate, 100mg film coated tablet",CIEL:82990,
c6a91814-fce4-11e9-8f0b-362b9e155667,10848,"Quinine di-hydrochloride, Solution for injection, 300mg/mL, 2mL ampoule",CIEL:83026,
c6a91a12-fce4-11e9-8f0b-362b9e155667,12362,"Quinine sulfate, 300mg tablet",CIEL:83028,
b9a84f66-c242-4236-b535-97f442c870cb,10610,"Rabies, Immunoglobulin, Equine, 200 IU/mL, 5mL vial",CIEL:71391,
eaa35188-73c4-4e3e-803e-4788d8a3ac7c,16386,"Rabies, Immunoglobulin, Equine, 300 IU/mL, 5mL vial",CIEL:71391,
24e44864-7ab3-4919-8e75-004b838ae06c,10205,"Rabies, Vaccine, Cell culture (CCV), Monodose vial, with diluent",CIEL:413,
1d37c7e3-c518-4b52-aac3-0df50cdf7e1b,10085,"Ranitidine hydrochloride, Solution for injection, 25mg/mL, 2mL ampoule",CIEL:83077,
477cbb97-2ea4-4fde-b32f-e6a3dd668c2b,10276,"Ranitidine, 150mg film coated tablet",CIEL:83075,
c6a91b66-fce4-11e9-8f0b-362b9e155667,12154,"Ranitidine, 300mg film coated tablet",CIEL:83075,
c6a92822-fce4-11e9-8f0b-362b9e155667,12424,"Ready to use therapeutic food (RUTF), Peanut paste, Plumpy'Nut, 92g sachet",CIEL:163394,
2ffe3312-87d5-4170-8194-62834b03b55b,11668,"Rifampicin (R) 150mg + Isoniazid (H) 75mg + Ethambutol (E) 275mg tablet",PIH:1614,
79bc3e4f-55dd-46b5-87d9-7f5f6693adf2,11208,"Rifampicin (R) 150mg + Isoniazid (H) 75mg + Pyrazinamide (Z) 400mg + Ethambutol (E) 275mg tablet",PIH:1131,
85a6e834-0d60-48d1-8847-c42d2e16e57e,11856,"Rifampicin (R) 150mg + Isoniazid (H) 75mg tablet",PIH:1194,
c6a94640-fce4-11e9-8f0b-362b9e155667,12825,"Rifampicin (R) 60mg + Isoniazid (H) 30mg + Pyrazinamide (Z) 150mg tablet",PIH:768,
6dcb48b9-968a-413d-a15a-ebb4fc3a71da,11869,"Rifampicin (R) 60mg + Isoniazid (H) 30mg tablet",PIH:1194,
c6a94776-fce4-11e9-8f0b-362b9e155667,18228,"Rifampicin (R) 75mg + Isoniazid (H) 50mg + Pyrazinamide (Z) 150mg tablet",PIH:768,
c6a948ac-fce4-11e9-8f0b-362b9e155667,12523,"Rifampicin (R) 75mg + Isoniazid (H) 50mg, Tablet",PIH:1194,
5d455293-ce1d-4ad6-8598-0da4b4e15690,10936,"Ringer lactate, Intravenous infusion 1000mL nipple head bottle",CIEL:78617,
d4b61b57-8de2-4bf1-b402-847bbf67d2c0,11276,"Ringer lactate, Intravenous infusion 500mL nipple head bottle",CIEL:78617,
ece0eda7-6c60-4734-8f31-3c7c572c7e35,21344,"Ringer lactate, Intravenous infusion, 1000mL twin port bag/bottle",CIEL:78617,
780d8a99-1e5f-4bcb-b7d6-77490421b083,21381,"Ringer lactate, Intravenous infusion, 500mL twin port bag/bottle",CIEL:78617,
4fb2df1c-3ed4-4c0a-a3f7-128211e44976,10299,"Risperidone, 1mg tablet",CIEL:83405,
bb5094d6-efdd-458e-ab4e-f9916cd904ab,12239,"Risperidone, 2mg tablet",CIEL:83405,
c6a934d4-fce4-11e9-8f0b-362b9e155667,12193,"Ritonavir (r), 100mg tablet",CIEL:83412,
1909c01d-b71c-474f-a80a-25992da1365d,12202,"Rivaroxaban, 10mg tablet",CIEL:166107,
1420b4b9-ca35-4579-ae96-838f75b9e856,10003,"Salbutamol sulfate, Solution for inhalation, 100 microgram/actuation, 200 dose metered dose inhaler",CIEL:70461,
618431c8-d8ff-4d68-baf5-6e1e54d2223b,11595,"Salbutamol sulfate, Solution for nebulisation, 2mg/mL, 2.5mL nebule",CIEL:70461,
eb67264d-768e-4dd8-a47c-20cd7481c531,11769,"Salbutamol sulfate, Solution for nebulisation, 5mg/mL, 30mL bottle",CIEL:70461,
d3cb471e-1f40-11e5-b5f7-727283247c7f,10176,"Salbutamol, 4mg tablet",PIH:798,
441d3e0a-0d9b-4e2e-b4c0-d5a308bec4e7,10522,"Silver sulfadiazine, Skin cream, 1% (10mg/gram), 50 gram tube",PIH:938,
c99b9b0e-2d8a-4cb1-8ab3-0ea8c7715d9d,11709,"Silver sulfadiazine, Skin cream, 1% (10mg/gram), 500 gram tube",CIEL:83920,
01f14854-8305-4b12-8a52-3e01555fd66e,10985,"Simvastatin, 20mg tablet",CIEL:83936,
6031c312-eee3-41bf-a74a-8b23b175e258,11224,"Sodium bicarbonate, Solution for injection, 8.4% (1mmol/mL), 20-25mL ampoule",CIEL:80804,
c8ba2c0c-0827-4600-8c0f-5e4854c81579,20816,"Sodium chloride, 0.9% intravenous infusion, 1000mL euro head bottle",CIEL:84047,
dd6a5b8f-bf7c-4680-9e30-0527a592fb5d,10693,"Sodium chloride, 0.9% intravenous infusion, 1000mL flex bag with additive port",CIEL:84047,
69b1ea41-3165-4595-b1a7-07e89229955b,10064,"Sodium chloride, 0.9% intravenous infusion, 1000mL nipple head bottle",CIEL:80804,
4289fb04-999f-47f7-8f4c-7591870be8c9,11604,"Sodium chloride, 0.9% intravenous infusion, 100mL nipple head bottle",CIEL:80804,
30ee6a08-9440-4f7e-a1e7-39219d9e9b25,11028,"Sodium chloride, 0.9% intravenous infusion, 500mL nipple head bottle",CIEL:80804,
d6b45ed8-1603-4d19-b33c-8703d20c65f1,21409,"Sodium chloride, 0.9% intravenous infusion, 100mL twin port bag/bottle",CIEL:80804,
44e4cda0-8c7e-437e-bc08-e5303ce243ed,18385,"Sodium chloride, 0.9% irrigation solution, 500mL bottle",CIEL:80804,
7bcb7c19-5a2b-4426-bca0-73d58115d4ba,17892,"Sodium chloride, 0.9%, 5mL vial",CIEL:80804,
8cf1b225-0ee2-42c6-bcdc-d777f7e97892,14694,"Sodium Chloride, 0.9%, USP, 5ml",CIEL:80804,
09b9f018-6aa5-4bcf-9292-d74e07707591,11210,"Sodium valproate, 200mg enteric coated tablet",CIEL:84114,
355b9a8a-6e4e-4db8-a2cd-64f61456ef53,20827,"Sodium valproate, Solution for injection, 100mg/mL, 5mL vial",CIEL:84114,
82f3e5d8-0701-4948-a511-7d6f932dc9e6,11178,"Spironolactone, 25mg tablet",PIH:4061,
c6a949e2-fce4-11e9-8f0b-362b9e155667,11806,"Streptomycin sulfate, Powder for solution for injection, 1gram vial",CIEL:84361,
c6a91cc4-fce4-11e9-8f0b-362b9e155667,12139,"Sulfadoxine (S) 500mg + Pyrimethamine (P) 25mg tablet",CIEL:924,
9415d93e-83e8-4d31-978d-bdecd5d720af,11031,"Suxamethonium chloride, Solution for injection, 50mg/mL, 2mL ampoule",CIEL:84583,
78f96fda-dfbe-11e9-8a34-2a2ae2dbcce4,10856,"Tenofovir disoproxil fumarate (TDF) 300mg + Lamivudine (3TC) 300mg + Efavirenz (EFV) 600mg tablet",CIEL:164505,
c6a92fe8-fce4-11e9-8f0b-362b9e155667,12707,"Tetanus toxoid (TT), Vaccine, Purified, 0.5mL monodose vial",CIEL:84879,
2e057d81-ab38-480d-a0fe-f03dd8e7c26c,10773,"Tetanus, Immunoglobulin, Human, 250IU/mL, 1mL vial",CIEL:84878,
d9333e11-4b28-41fe-93c5-44e624ef1b2c,10352,"Tetracycline hydrochloride, Eye ointment, 1%, 5 gram tube",CIEL:84889,
9f7ece85-51c3-465b-bdc3-a0646db118b9,10219,"Thiopental, Powder for solution for injection, 500mg vial",CIEL:85015,
609fc2dd-2c59-4778-9b27-4d2995cebf24,13138,"Total Parenteral nutrition (TPN), for Central IV use, 1745Kcal, 2053mL three chamber bag (Kabiven)",PIH:14598,
48bad836-e456-40db-be79-769e2798b23e,11121,"Tramadol hydrochloride, 50mg capsule",CIEL:85276,
cb150b20-c2bc-4555-a88c-36e1029032c3,10501,"Tramadol hydrochloride, Solution for injection, 50mg/mL, 2mL ampoule",CIEL:85276,
2b15ae0e-4f08-48c3-a849-1a820c6cc331,13164,"Tranexamic acid, 500mg tablet",CIEL:85286,
6f83bf12-eeb6-4828-9a7d-ed06cf516e7a,11555,"Tranexamic acid, Solution for injection, 100mg/mL, 5mL ampoule",CIEL:85286,
8893bad4-a63d-4da6-9d10-96f709b20173,12129,"Trihexyphenidyl, 2mg tablet",CIEL:85463,
e479dcce-3c76-4939-9dfd-02c4b7a649be,11782,"Vecuronium bromide, Powder for solution for injection, 10mg vial",CIEL:86145,
4afac242-e098-4ce0-8e2b-b92e3df64c31,12177,"Vitamin A (Retinol), 100,000 IU soft gel capsule",CIEL:86339,
ae7b2889-8094-49a8-82b5-3b70d351b81d,12360,"Vitamin A (Retinol), 200,000 IU soft gel capsule",CIEL:86339,
424d2f86-835f-473a-9d2e-b74b16734db7,10034,"Vitamin B Compound, tablet",CIEL:86341,
1779f27f-0272-41da-a242-c6851a9aef6d,11309,"Warfarin sodium, 5mg tablet",CIEL:86417,
6d71d2a5-071f-4530-b899-bdeba96ada09,11393,"Water for injection, 10mL plastic ampoule",CIEL:84323,
f4eadb59-49ee-40b9-b40a-6578f9ff89bb,10996,"Zinc oxide, Skin ointment, 10%, 100 gram tube",PIH:4064,
d3cb4912-1f40-11e5-b5f7-727283247c7f,11433,"Zinc sulfate monohydrate, 54.9mg (Elemental zinc 20mg), dispersible tablet",CIEL:86688,
